cust_id,transaction_type,transaction_date,subscription_type,subscription_price,customer_gender,age_group,customer_country,referral_type,year,month,first_tx,cohort_month,plan_id,billing_month,is_churn,active_month
9987,initial,2022-05-01,BASIC,53.0,Male,35-44,Norway,google ads,2022,2022-05,2022-05-01,2022-05,1,2022-05-01,False,2022-05
9988,initial,2022-03-01,MAX,119.0,Female,55-65,Finland,facebook,2022,2022-03,2022-03-01,2022-03,2,2022-03-01,False,2022-03
9988,reduction,2022-09-01,PRO,85.0,Female,55-65,Finland,facebook,2022,2022-09,2022-03-01,2022-03,3,2022-09-01,False,2022-09
9989,initial,2021-07-01,PRO,75.0,Female,55-65,Norway,organic search,2021,2021-07,2021-07-01,2021-07,3,2021-07-01,False,2021-07
9989,reduction,2022-11-01,BASIC,53.0,Female,55-65,Norway,organic search,2022,2022-11,2021-07-01,2021-07,1,2022-11-01,False,2022-11
9990,initial,2022-01-01,MAX,119.0,Male,35-44,Sweden,unknown,2022,2022-01,2022-01-01,2022-01,2,2022-01-01,False,2022-01
9990,reduction,2022-09-01,PRO,85.0,Male,35-44,Sweden,unknown,2022,2022-09,2022-01-01,2022-01,3,2022-09-01,False,2022-09
9991,initial,2021-08-01,BASIC,43.0,Male,35-44,Denmark,facebook,2021,2021-08,2021-08-01,2021-08,1,2021-08-01,False,2021-08
9992,initial,2022-03-01,PRO,85.0,Female,55-65,Denmark,facebook,2022,2022-03,2022-03-01,2022-03,3,2022-03-01,False,2022-03
9993,initial,2020-01-01,BASIC,33.0,Male,45-54,Denmark,organic search,2020,2020-01,2020-01-01,2020-01,1,2020-01-01,False,2020-01
9993,upgrade,2020-07-01,MAX,99.0,Male,45-54,Denmark,organic search,2020,2020-07,2020-01-01,2020-01,2,2020-07-01,False,2020-07
9993,churn,2020-11-01,MAX,99.0,Male,45-54,Denmark,organic search,2020,2020-11,2020-01-01,2020-01,2,2020-11-01,False,2020-11
9994,initial,2022-06-01,BASIC,53.0,Female,35-44,Sweden,paid search,2022,2022-06,2022-06-01,2022-06,1,2022-06-01,False,2022-06
9995,initial,2020-07-01,PRO,65.0,Other,55-65,Finland,google ads,2020,2020-07,2020-07-01,2020-07,3,2020-07-01,False,2020-07
9995,upgrade,2022-09-01,MAX,119.0,Other,55-65,Finland,google ads,2022,2022-09,2020-07-01,2020-07,2,2022-09-01,False,2022-09
9996,initial,2020-08-01,BASIC,33.0,Female,18-24,Sweden,facebook,2020,2020-08,2020-08-01,2020-08,1,2020-08-01,False,2020-08
9997,initial,2020-05-01,PRO,65.0,Male,25-34,Denmark,tv,2020,2020-05,2020-05-01,2020-05,3,2020-05-01,False,2020-05
9997,upgrade,2022-10-01,MAX,119.0,Male,25-34,Denmark,tv,2022,2022-10,2020-05-01,2020-05,2,2022-10-01,False,2022-10
9998,initial,2022-10-01,BASIC,53.0,Male,18-24,Sweden,google ads,2022,2022-10,2022-10-01,2022-10,1,2022-10-01,False,2022-10
9999,initial,2021-07-01,BASIC,43.0,Other,25-34,Denmark,google ads,2021,2021-07,2021-07-01,2021-07,1,2021-07-01,False,2021-07
10000,initial,2021-12-01,PRO,75.0,Male,18-24,Sweden,google ads,2021,2021-12,2021-12-01,2021-12,3,2021-12-01,False,2021-12
10000,upgrade,2022-06-01,MAX,119.0,Male,18-24,Sweden,google ads,2022,2022-06,2021-12-01,2021-12,2,2022-06-01,False,2022-06
10001,initial,2021-08-01,BASIC,43.0,Female,18-24,Finland,google ads,2021,2021-08,2021-08-01,2021-08,1,2021-08-01,False,2021-08
10001,upgrade,2022-11-01,MAX,119.0,Female,18-24,Finland,google ads,2022,2022-11,2021-08-01,2021-08,2,2022-11-01,False,2022-11
10002,initial,2021-05-01,BASIC,43.0,Male,35-44,Finland,google ads,2021,2021-05,2021-05-01,2021-05,1,2021-05-01,False,2021-05
10003,initial,2021-05-01,PRO,75.0,Female,45-54,Sweden,facebook,2021,2021-05,2021-05-01,2021-05,3,2021-05-01,False,2021-05
10003,reduction,2022-07-01,BASIC,53.0,Female,45-54,Sweden,facebook,2022,2022-07,2021-05-01,2021-05,1,2022-07-01,False,2022-07
10004,initial,2021-12-01,BASIC,43.0,Male,45-54,Finland,google ads,2021,2021-12,2021-12-01,2021-12,1,2021-12-01,False,2021-12
10004,upgrade,2022-10-01,MAX,119.0,Male,45-54,Finland,google ads,2022,2022-10,2021-12-01,2021-12,2,2022-10-01,False,2022-10
10005,initial,2020-03-01,PRO,65.0,Female,45-54,Sweden,facebook,2020,2020-03,2020-03-01,2020-03,3,2020-03-01,False,2020-03
10005,reduction,2021-02-01,BASIC,43.0,Female,45-54,Sweden,facebook,2021,2021-02,2020-03-01,2020-03,1,2021-02-01,False,2021-02
10006,initial,2021-02-01,MAX,109.0,Other,45-54,Sweden,tv,2021,2021-02,2021-02-01,2021-02,2,2021-02-01,False,2021-02
10006,reduction,2021-06-01,PRO,75.0,Other,45-54,Sweden,tv,2021,2021-06,2021-02-01,2021-02,3,2021-06-01,False,2021-06
10007,initial,2020-12-01,BASIC,33.0,Male,18-24,Denmark,google ads,2020,2020-12,2020-12-01,2020-12,1,2020-12-01,False,2020-12
10007,churn,2021-12-01,BASIC,43.0,Male,18-24,Denmark,google ads,2021,2021-12,2020-12-01,2020-12,1,2021-12-01,False,2021-12
10008,initial,2021-01-01,MAX,109.0,Male,18-24,Denmark,facebook,2021,2021-01,2021-01-01,2021-01,2,2021-01-01,False,2021-01
10008,reduction,2022-09-01,BASIC,53.0,Male,18-24,Denmark,facebook,2022,2022-09,2021-01-01,2021-01,1,2022-09-01,False,2022-09
10009,initial,2022-02-01,BASIC,53.0,Female,18-24,Norway,paid search,2022,2022-02,2022-02-01,2022-02,1,2022-02-01,False,2022-02
10010,initial,2022-05-01,BASIC,53.0,Female,55-65,Norway,facebook,2022,2022-05,2022-05-01,2022-05,1,2022-05-01,False,2022-05
10011,initial,2022-09-01,PRO,85.0,Male,45-54,Finland,display,2022,2022-09,2022-09-01,2022-09,3,2022-09-01,False,2022-09
10012,initial,2020-08-01,BASIC,33.0,Female,35-44,Norway,paid search,2020,2020-08,2020-08-01,2020-08,1,2020-08-01,False,2020-08
10013,initial,2020-08-01,MAX,99.0,Male,18-24,Denmark,paid search,2020,2020-08,2020-08-01,2020-08,2,2020-08-01,False,2020-08
10013,reduction,2020-10-01,BASIC,33.0,Male,18-24,Denmark,paid search,2020,2020-10,2020-08-01,2020-08,1,2020-10-01,False,2020-10
10014,initial,2021-01-01,PRO,75.0,Male,45-54,Denmark,tv,2021,2021-01,2021-01-01,2021-01,3,2021-01-01,False,2021-01
10014,reduction,2022-05-01,BASIC,53.0,Male,45-54,Denmark,tv,2022,2022-05,2021-01-01,2021-01,1,2022-05-01,False,2022-05
10015,initial,2022-10-01,PRO,85.0,Female,45-54,Finland,google ads,2022,2022-10,2022-10-01,2022-10,3,2022-10-01,False,2022-10
10016,initial,2021-05-01,BASIC,43.0,Male,18-24,Finland,google ads,2021,2021-05,2021-05-01,2021-05,1,2021-05-01,False,2021-05
10016,upgrade,2022-02-01,MAX,119.0,Male,18-24,Finland,google ads,2022,2022-02,2021-05-01,2021-05,2,2022-02-01,False,2022-02
10016,churn,2022-05-01,BASIC,53.0,Male,18-24,Finland,google ads,2022,2022-05,2021-05-01,2021-05,1,2022-05-01,False,2022-05
10017,initial,2020-07-01,PRO,65.0,Other,55-65,Finland,organic search,2020,2020-07,2020-07-01,2020-07,3,2020-07-01,False,2020-07
10017,upgrade,2021-09-01,MAX,109.0,Other,55-65,Finland,organic search,2021,2021-09,2020-07-01,2020-07,2,2021-09-01,False,2021-09
10018,initial,2022-02-01,BASIC,53.0,Male,25-34,Denmark,facebook,2022,2022-02,2022-02-01,2022-02,1,2022-02-01,False,2022-02
10019,initial,2020-05-01,PRO,65.0,Female,45-54,Sweden,google ads,2020,2020-05,2020-05-01,2020-05,3,2020-05-01,False,2020-05
10019,upgrade,2020-09-01,MAX,99.0,Female,45-54,Sweden,google ads,2020,2020-09,2020-05-01,2020-05,2,2020-09-01,False,2020-09
10020,initial,2021-07-01,MAX,109.0,Female,55-65,Sweden,facebook,2021,2021-07,2021-07-01,2021-07,2,2021-07-01,False,2021-07
10020,reduction,2022-03-01,PRO,85.0,Female,55-65,Sweden,facebook,2022,2022-03,2021-07-01,2021-07,3,2022-03-01,False,2022-03
10021,initial,2021-10-01,PRO,75.0,Male,25-34,Sweden,google ads,2021,2021-10,2021-10-01,2021-10,3,2021-10-01,False,2021-10
10022,initial,2022-11-01,PRO,85.0,Female,35-44,Sweden,organic search,2022,2022-11,2022-11-01,2022-11,3,2022-11-01,False,2022-11
10023,initial,2021-03-01,PRO,75.0,Male,25-34,Finland,google ads,2021,2021-03,2021-03-01,2021-03,3,2021-03-01,False,2021-03
10023,churn,2022-01-01,PRO,85.0,Male,25-34,Finland,google ads,2022,2022-01,2021-03-01,2021-03,3,2022-01-01,False,2022-01
10024,initial,2020-12-01,MAX,99.0,Female,25-34,Sweden,facebook,2020,2020-12,2020-12-01,2020-12,2,2020-12-01,False,2020-12
10024,reduction,2021-10-01,PRO,75.0,Female,25-34,Sweden,facebook,2021,2021-10,2020-12-01,2020-12,3,2021-10-01,False,2021-10
10025,initial,2020-01-01,BASIC,33.0,Male,55-65,Denmark,google ads,2020,2020-01,2020-01-01,2020-01,1,2020-01-01,False,2020-01
10025,upgrade,2021-07-01,MAX,109.0,Male,55-65,Denmark,google ads,2021,2021-07,2020-01-01,2020-01,2,2021-07-01,False,2021-07
10025,churn,2021-11-01,MAX,109.0,Male,55-65,Denmark,google ads,2021,2021-11,2020-01-01,2020-01,2,2021-11-01,False,2021-11
10026,initial,2022-06-01,BASIC,53.0,Female,45-54,Denmark,paid search,2022,2022-06,2022-06-01,2022-06,1,2022-06-01,False,2022-06
10027,initial,2021-05-01,PRO,75.0,Female,18-24,Sweden,facebook,2021,2021-05,2021-05-01,2021-05,3,2021-05-01,False,2021-05
10027,upgrade,2022-02-01,MAX,119.0,Female,18-24,Sweden,facebook,2022,2022-02,2021-05-01,2021-05,2,2022-02-01,False,2022-02
10028,initial,2022-08-01,BASIC,53.0,Male,45-54,Finland,facebook,2022,2022-08,2022-08-01,2022-08,1,2022-08-01,False,2022-08
10029,initial,2020-02-01,BASIC,33.0,Female,35-44,Finland,facebook,2020,2020-02,2020-02-01,2020-02,1,2020-02-01,False,2020-02
10029,churn,2020-08-01,BASIC,33.0,Female,35-44,Finland,facebook,2020,2020-08,2020-02-01,2020-02,1,2020-08-01,False,2020-08
10030,initial,2021-08-01,MAX,109.0,Female,35-44,Sweden,tv,2021,2021-08,2021-08-01,2021-08,2,2021-08-01,False,2021-08
10030,reduction,2022-11-01,BASIC,53.0,Female,35-44,Sweden,tv,2022,2022-11,2021-08-01,2021-08,1,2022-11-01,False,2022-11
10031,initial,2021-12-01,BASIC,43.0,Female,35-44,Finland,tv,2021,2021-12,2021-12-01,2021-12,1,2021-12-01,False,2021-12
10032,initial,2022-12-01,PRO,85.0,Female,45-54,Sweden,organic search,2022,2022-12,2022-12-01,2022-12,3,2022-12-01,False,2022-12
10033,initial,2020-12-01,MAX,99.0,Female,18-24,Finland,paid search,2020,2020-12,2020-12-01,2020-12,2,2020-12-01,False,2020-12
10033,reduction,2021-10-01,PRO,75.0,Female,18-24,Finland,paid search,2021,2021-10,2020-12-01,2020-12,3,2021-10-01,False,2021-10
10033,churn,2022-09-01,PRO,85.0,Female,18-24,Finland,paid search,2022,2022-09,2020-12-01,2020-12,3,2022-09-01,False,2022-09
10034,initial,2021-07-01,MAX,109.0,Female,25-34,Sweden,google ads,2021,2021-07,2021-07-01,2021-07,2,2021-07-01,False,2021-07
10034,reduction,2022-01-01,BASIC,53.0,Female,25-34,Sweden,google ads,2022,2022-01,2021-07-01,2021-07,1,2022-01-01,False,2022-01
10035,initial,2020-08-01,PRO,65.0,Female,35-44,Denmark,unknown,2020,2020-08,2020-08-01,2020-08,3,2020-08-01,False,2020-08
10035,upgrade,2021-06-01,MAX,109.0,Female,35-44,Denmark,unknown,2021,2021-06,2020-08-01,2020-08,2,2021-06-01,False,2021-06
10035,churn,2022-02-01,MAX,119.0,Female,35-44,Denmark,unknown,2022,2022-02,2020-08-01,2020-08,2,2022-02-01,False,2022-02
10036,initial,2022-08-01,PRO,85.0,Male,55-65,Finland,organic search,2022,2022-08,2022-08-01,2022-08,3,2022-08-01,False,2022-08
10037,initial,2020-03-01,MAX,99.0,Female,18-24,Sweden,google ads,2020,2020-03,2020-03-01,2020-03,2,2020-03-01,False,2020-03
10037,reduction,2020-07-01,BASIC,33.0,Female,18-24,Sweden,google ads,2020,2020-07,2020-03-01,2020-03,1,2020-07-01,False,2020-07
10038,initial,2022-09-01,PRO,85.0,Female,55-65,Denmark,google ads,2022,2022-09,2022-09-01,2022-09,3,2022-09-01,False,2022-09
10039,initial,2022-08-01,PRO,85.0,Female,25-34,Norway,display,2022,2022-08,2022-08-01,2022-08,3,2022-08-01,False,2022-08
10040,initial,2020-06-01,BASIC,33.0,Female,45-54,Sweden,google ads,2020,2020-06,2020-06-01,2020-06,1,2020-06-01,False,2020-06
10041,initial,2021-12-01,BASIC,43.0,Female,25-34,Sweden,google ads,2021,2021-12,2021-12-01,2021-12,1,2021-12-01,False,2021-12
10042,initial,2022-10-01,PRO,85.0,Male,35-44,Sweden,organic search,2022,2022-10,2022-10-01,2022-10,3,2022-10-01,False,2022-10
10043,initial,2022-08-01,BASIC,53.0,Female,55-65,Sweden,google ads,2022,2022-08,2022-08-01,2022-08,1,2022-08-01,False,2022-08
10044,initial,2022-02-01,BASIC,53.0,Female,18-24,Denmark,google ads,2022,2022-02,2022-02-01,2022-02,1,2022-02-01,False,2022-02
10045,initial,2021-02-01,BASIC,43.0,Male,18-24,Finland,unknown,2021,2021-02,2021-02-01,2021-02,1,2021-02-01,False,2021-02
10045,churn,2021-09-01,BASIC,43.0,Male,18-24,Finland,unknown,2021,2021-09,2021-02-01,2021-02,1,2021-09-01,False,2021-09
10046,initial,2022-06-01,BASIC,53.0,Male,25-34,Sweden,bing,2022,2022-06,2022-06-01,2022-06,1,2022-06-01,False,2022-06
10047,initial,2020-09-01,PRO,65.0,Female,45-54,Sweden,organic search,2020,2020-09,2020-09-01,2020-09,3,2020-09-01,False,2020-09
10047,upgrade,2022-08-01,MAX,119.0,Female,45-54,Sweden,organic search,2022,2022-08,2020-09-01,2020-09,2,2022-08-01,False,2022-08
10048,initial,2020-02-01,MAX,99.0,Male,55-65,Finland,display,2020,2020-02,2020-02-01,2020-02,2,2020-02-01,False,2020-02
10048,reduction,2021-08-01,BASIC,43.0,Male,55-65,Finland,display,2021,2021-08,2020-02-01,2020-02,1,2021-08-01,False,2021-08
10049,initial,2021-06-01,BASIC,43.0,Male,55-65,Finland,facebook,2021,2021-06,2021-06-01,2021-06,1,2021-06-01,False,2021-06
10050,initial,2022-04-01,PRO,85.0,Female,45-54,Denmark,bing,2022,2022-04,2022-04-01,2022-04,3,2022-04-01,False,2022-04
10050,reduction,2022-06-01,BASIC,53.0,Female,45-54,Denmark,bing,2022,2022-06,2022-04-01,2022-04,1,2022-06-01,False,2022-06
10051,initial,2022-03-01,MAX,119.0,Male,35-44,Norway,facebook,2022,2022-03,2022-03-01,2022-03,2,2022-03-01,False,2022-03
10052,initial,2020-01-01,PRO,65.0,Male,55-65,Sweden,facebook,2020,2020-01,2020-01-01,2020-01,3,2020-01-01,False,2020-01
10052,upgrade,2020-12-01,MAX,99.0,Male,55-65,Sweden,facebook,2020,2020-12,2020-01-01,2020-01,2,2020-12-01,False,2020-12
10053,initial,2022-11-01,BASIC,53.0,Male,25-34,Sweden,bing,2022,2022-11,2022-11-01,2022-11,1,2022-11-01,False,2022-11
10054,initial,2020-10-01,MAX,99.0,Other,25-34,Sweden,google ads,2020,2020-10,2020-10-01,2020-10,2,2020-10-01,False,2020-10
10054,reduction,2021-06-01,PRO,75.0,Other,25-34,Sweden,google ads,2021,2021-06,2020-10-01,2020-10,3,2021-06-01,False,2021-06
10054,churn,2022-02-01,PRO,85.0,Other,25-34,Sweden,google ads,2022,2022-02,2020-10-01,2020-10,3,2022-02-01,False,2022-02
10055,initial,2020-11-01,MAX,99.0,Female,25-34,Denmark,google ads,2020,2020-11,2020-11-01,2020-11,2,2020-11-01,False,2020-11
10055,reduction,2021-03-01,PRO,75.0,Female,25-34,Denmark,google ads,2021,2021-03,2020-11-01,2020-11,3,2021-03-01,False,2021-03
10056,initial,2022-05-01,BASIC,53.0,Female,35-44,Denmark,facebook,2022,2022-05,2022-05-01,2022-05,1,2022-05-01,False,2022-05
10057,initial,2020-08-01,PRO,65.0,Female,45-54,Sweden,google ads,2020,2020-08,2020-08-01,2020-08,3,2020-08-01,False,2020-08
10057,upgrade,2022-08-01,MAX,119.0,Female,45-54,Sweden,google ads,2022,2022-08,2020-08-01,2020-08,2,2022-08-01,False,2022-08
10058,initial,2020-09-01,PRO,65.0,Male,18-24,Sweden,google ads,2020,2020-09,2020-09-01,2020-09,3,2020-09-01,False,2020-09
10058,upgrade,2022-11-01,MAX,119.0,Male,18-24,Sweden,google ads,2022,2022-11,2020-09-01,2020-09,2,2022-11-01,False,2022-11
10059,initial,2022-05-01,BASIC,53.0,Female,35-44,Sweden,facebook,2022,2022-05,2022-05-01,2022-05,1,2022-05-01,False,2022-05
10059,upgrade,2022-08-01,MAX,119.0,Female,35-44,Sweden,facebook,2022,2022-08,2022-05-01,2022-05,2,2022-08-01,False,2022-08
10060,initial,2020-07-01,PRO,65.0,Female,35-44,Sweden,facebook,2020,2020-07,2020-07-01,2020-07,3,2020-07-01,False,2020-07
10060,upgrade,2022-06-01,MAX,119.0,Female,35-44,Sweden,facebook,2022,2022-06,2020-07-01,2020-07,2,2022-06-01,False,2022-06
10061,initial,2020-08-01,PRO,65.0,Male,25-34,Finland,google ads,2020,2020-08,2020-08-01,2020-08,3,2020-08-01,False,2020-08
10061,upgrade,2021-01-01,MAX,109.0,Male,25-34,Finland,google ads,2021,2021-01,2020-08-01,2020-08,2,2021-01-01,False,2021-01
10061,churn,2021-09-01,MAX,109.0,Male,25-34,Finland,google ads,2021,2021-09,2020-08-01,2020-08,2,2021-09-01,False,2021-09
10062,initial,2021-08-01,BASIC,43.0,Male,45-54,Sweden,paid search,2021,2021-08,2021-08-01,2021-08,1,2021-08-01,False,2021-08
10063,initial,2022-09-01,BASIC,53.0,Male,18-24,Sweden,facebook,2022,2022-09,2022-09-01,2022-09,1,2022-09-01,False,2022-09
10064,initial,2021-05-01,PRO,75.0,Female,18-24,Sweden,google ads,2021,2021-05,2021-05-01,2021-05,3,2021-05-01,False,2021-05
10064,upgrade,2021-11-01,MAX,109.0,Female,18-24,Sweden,google ads,2021,2021-11,2021-05-01,2021-05,2,2021-11-01,False,2021-11
10065,initial,2021-10-01,PRO,75.0,Female,35-44,Norway,google ads,2021,2021-10,2021-10-01,2021-10,3,2021-10-01,False,2021-10
10065,reduction,2022-01-01,BASIC,53.0,Female,35-44,Norway,google ads,2022,2022-01,2021-10-01,2021-10,1,2022-01-01,False,2022-01
10066,initial,2020-01-01,BASIC,33.0,Female,45-54,Finland,display,2020,2020-01,2020-01-01,2020-01,1,2020-01-01,False,2020-01
10066,upgrade,2022-09-01,PRO,85.0,Female,45-54,Finland,display,2022,2022-09,2020-01-01,2020-01,3,2022-09-01,False,2022-09
10067,initial,2020-03-01,BASIC,33.0,Male,45-54,Denmark,facebook,2020,2020-03,2020-03-01,2020-03,1,2020-03-01,False,2020-03
10067,upgrade,2020-10-01,PRO,65.0,Male,45-54,Denmark,facebook,2020,2020-10,2020-03-01,2020-03,3,2020-10-01,False,2020-10
10068,initial,2021-08-01,BASIC,43.0,Female,35-44,Sweden,bing,2021,2021-08,2021-08-01,2021-08,1,2021-08-01,False,2021-08
10068,churn,2021-12-01,BASIC,43.0,Female,35-44,Sweden,bing,2021,2021-12,2021-08-01,2021-08,1,2021-12-01,False,2021-12
10069,initial,2021-09-01,BASIC,43.0,Other,18-24,Sweden,facebook,2021,2021-09,2021-09-01,2021-09,1,2021-09-01,False,2021-09
10070,initial,2020-07-01,MAX,99.0,Male,35-44,Finland,facebook,2020,2020-07,2020-07-01,2020-07,2,2020-07-01,False,2020-07
10070,reduction,2021-10-01,PRO,75.0,Male,35-44,Finland,facebook,2021,2021-10,2020-07-01,2020-07,3,2021-10-01,False,2021-10
10071,initial,2021-10-01,BASIC,43.0,Female,45-54,Sweden,paid search,2021,2021-10,2021-10-01,2021-10,1,2021-10-01,False,2021-10
10071,upgrade,2022-04-01,MAX,119.0,Female,45-54,Sweden,paid search,2022,2022-04,2021-10-01,2021-10,2,2022-04-01,False,2022-04
10072,initial,2021-12-01,BASIC,43.0,Male,18-24,Sweden,google ads,2021,2021-12,2021-12-01,2021-12,1,2021-12-01,False,2021-12
10072,upgrade,2022-04-01,MAX,119.0,Male,18-24,Sweden,google ads,2022,2022-04,2021-12-01,2021-12,2,2022-04-01,False,2022-04
10073,initial,2022-04-01,BASIC,53.0,Female,45-54,Finland,facebook,2022,2022-04,2022-04-01,2022-04,1,2022-04-01,False,2022-04
10074,initial,2022-01-01,PRO,85.0,Male,55-65,Denmark,google ads,2022,2022-01,2022-01-01,2022-01,3,2022-01-01,False,2022-01
10074,churn,2022-07-01,PRO,85.0,Male,55-65,Denmark,google ads,2022,2022-07,2022-01-01,2022-01,3,2022-07-01,False,2022-07
10075,initial,2022-05-01,PRO,85.0,Female,45-54,Sweden,google ads,2022,2022-05,2022-05-01,2022-05,3,2022-05-01,False,2022-05
10076,initial,2022-06-01,PRO,85.0,Female,18-24,Denmark,organic search,2022,2022-06,2022-06-01,2022-06,3,2022-06-01,False,2022-06
10077,initial,2020-11-01,MAX,99.0,Male,55-65,Sweden,facebook,2020,2020-11,2020-11-01,2020-11,2,2020-11-01,False,2020-11
10077,reduction,2021-11-01,BASIC,43.0,Male,55-65,Sweden,facebook,2021,2021-11,2020-11-01,2020-11,1,2021-11-01,False,2021-11
10078,initial,2022-12-01,BASIC,53.0,Other,25-34,Sweden,facebook,2022,2022-12,2022-12-01,2022-12,1,2022-12-01,False,2022-12
10079,initial,2021-09-01,BASIC,43.0,Male,18-24,Finland,facebook,2021,2021-09,2021-09-01,2021-09,1,2021-09-01,False,2021-09
10080,initial,2020-01-01,BASIC,33.0,Male,45-54,Sweden,google ads,2020,2020-01,2020-01-01,2020-01,1,2020-01-01,False,2020-01
10080,upgrade,2021-12-01,PRO,75.0,Male,45-54,Sweden,google ads,2021,2021-12,2020-01-01,2020-01,3,2021-12-01,False,2021-12
10081,initial,2022-08-01,MAX,119.0,Other,35-44,Finland,facebook,2022,2022-08,2022-08-01,2022-08,2,2022-08-01,False,2022-08
10082,initial,2020-04-01,PRO,65.0,Male,45-54,Sweden,google ads,2020,2020-04,2020-04-01,2020-04,3,2020-04-01,False,2020-04
10082,churn,2020-12-01,PRO,65.0,Male,45-54,Sweden,google ads,2020,2020-12,2020-04-01,2020-04,3,2020-12-01,False,2020-12
10082,upgrade,2021-07-01,MAX,109.0,Male,45-54,Sweden,google ads,2021,2021-07,2020-04-01,2020-04,2,2021-07-01,False,2021-07
10082,churn,2022-08-01,MAX,119.0,Male,45-54,Sweden,google ads,2022,2022-08,2020-04-01,2020-04,2,2022-08-01,False,2022-08
10083,initial,2020-09-01,PRO,65.0,Male,25-34,Denmark,google ads,2020,2020-09,2020-09-01,2020-09,3,2020-09-01,False,2020-09
10083,upgrade,2021-12-01,MAX,109.0,Male,25-34,Denmark,google ads,2021,2021-12,2020-09-01,2020-09,2,2021-12-01,False,2021-12
10083,churn,2022-04-01,MAX,119.0,Male,25-34,Denmark,google ads,2022,2022-04,2020-09-01,2020-09,2,2022-04-01,False,2022-04
10084,initial,2022-01-01,PRO,85.0,Male,18-24,Denmark,google ads,2022,2022-01,2022-01-01,2022-01,3,2022-01-01,False,2022-01
10084,reduction,2022-09-01,BASIC,53.0,Male,18-24,Denmark,google ads,2022,2022-09,2022-01-01,2022-01,1,2022-09-01,False,2022-09
10085,initial,2022-04-01,PRO,85.0,Other,18-24,Denmark,google ads,2022,2022-04,2022-04-01,2022-04,3,2022-04-01,False,2022-04
10085,reduction,2022-08-01,BASIC,53.0,Other,18-24,Denmark,google ads,2022,2022-08,2022-04-01,2022-04,1,2022-08-01,False,2022-08
10086,initial,2021-11-01,PRO,75.0,Male,35-44,Finland,facebook,2021,2021-11,2021-11-01,2021-11,3,2021-11-01,False,2021-11
10086,churn,2022-09-01,PRO,85.0,Male,35-44,Finland,facebook,2022,2022-09,2021-11-01,2021-11,3,2022-09-01,False,2022-09
10087,initial,2020-08-01,BASIC,33.0,Male,25-34,Denmark,google ads,2020,2020-08,2020-08-01,2020-08,1,2020-08-01,False,2020-08
10087,upgrade,2020-12-01,MAX,99.0,Male,25-34,Denmark,google ads,2020,2020-12,2020-08-01,2020-08,2,2020-12-01,False,2020-12
10088,initial,2022-01-01,BASIC,53.0,Male,35-44,Sweden,google ads,2022,2022-01,2022-01-01,2022-01,1,2022-01-01,False,2022-01
10089,initial,2020-02-01,BASIC,33.0,Male,25-34,Sweden,display,2020,2020-02,2020-02-01,2020-02,1,2020-02-01,False,2020-02
10089,upgrade,2022-10-01,MAX,119.0,Male,25-34,Sweden,display,2022,2022-10,2020-02-01,2020-02,2,2022-10-01,False,2022-10
10090,initial,2020-07-01,MAX,99.0,Female,35-44,Denmark,tv,2020,2020-07,2020-07-01,2020-07,2,2020-07-01,False,2020-07
10090,reduction,2021-09-01,BASIC,43.0,Female,35-44,Denmark,tv,2021,2021-09,2020-07-01,2020-07,1,2021-09-01,False,2021-09
10091,initial,2022-01-01,MAX,119.0,Female,55-65,Sweden,google ads,2022,2022-01,2022-01-01,2022-01,2,2022-01-01,False,2022-01
10091,reduction,2022-02-01,BASIC,53.0,Female,55-65,Sweden,google ads,2022,2022-02,2022-01-01,2022-01,1,2022-02-01,False,2022-02
10092,initial,2021-04-01,MAX,109.0,Female,18-24,Denmark,google ads,2021,2021-04,2021-04-01,2021-04,2,2021-04-01,False,2021-04
10092,reduction,2021-12-01,BASIC,43.0,Female,18-24,Denmark,google ads,2021,2021-12,2021-04-01,2021-04,1,2021-12-01,False,2021-12
10093,initial,2020-12-01,BASIC,33.0,Male,18-24,Norway,google ads,2020,2020-12,2020-12-01,2020-12,1,2020-12-01,False,2020-12
10093,upgrade,2022-06-01,MAX,119.0,Male,18-24,Norway,google ads,2022,2022-06,2020-12-01,2020-12,2,2022-06-01,False,2022-06
10094,initial,2022-12-01,MAX,119.0,Female,45-54,Sweden,google ads,2022,2022-12,2022-12-01,2022-12,2,2022-12-01,False,2022-12
10095,initial,2021-06-01,MAX,109.0,Female,18-24,Sweden,facebook,2021,2021-06,2021-06-01,2021-06,2,2021-06-01,False,2021-06
10095,reduction,2022-04-01,PRO,85.0,Female,18-24,Sweden,facebook,2022,2022-04,2021-06-01,2021-06,3,2022-04-01,False,2022-04
10096,initial,2022-11-01,BASIC,53.0,Female,55-65,Norway,google ads,2022,2022-11,2022-11-01,2022-11,1,2022-11-01,False,2022-11
10097,initial,2020-08-01,MAX,99.0,Male,45-54,Denmark,paid search,2020,2020-08,2020-08-01,2020-08,2,2020-08-01,False,2020-08
10097,reduction,2020-11-01,BASIC,33.0,Male,45-54,Denmark,paid search,2020,2020-11,2020-08-01,2020-08,1,2020-11-01,False,2020-11
10097,churn,2021-08-01,BASIC,43.0,Male,45-54,Denmark,paid search,2021,2021-08,2020-08-01,2020-08,1,2021-08-01,False,2021-08
10098,initial,2022-12-01,PRO,85.0,Female,25-34,Sweden,display,2022,2022-12,2022-12-01,2022-12,3,2022-12-01,False,2022-12
